Date,Close
01-Jun-01,1260.67
04-Jun-01,1267.11
05-Jun-01,1283.57
06-Jun-01,1270.03
07-Jun-01,1276.96
08-Jun-01,1264.96
11-Jun-01,1254.39
12-Jun-01,1255.85
13-Jun-01,1241.60
14-Jun-01,1219.87
15-Jun-01,1214.36
18-Jun-01,1208.43
19-Jun-01,1212.58
20-Jun-01,1223.14
21-Jun-01,1237.04
22-Jun-01,1225.35
25-Jun-01,1218.60
26-Jun-01,1216.76
27-Jun-01,1211.07
28-Jun-01,1226.20
29-Jun-01,1224.38
02-Jul-01,1236.72
03-Jul-01,1234.45
05-Jul-01,1219.24
06-Jul-01,1190.59
09-Jul-01,1198.78
10-Jul-01,1181.52
11-Jul-01,1180.18
12-Jul-01,1208.14
13-Jul-01,1215.68
16-Jul-01,1202.45
17-Jul-01,1214.44
18-Jul-01,1207.71
19-Jul-01,1215.02
20-Jul-01,1210.85
23-Jul-01,1191.03
24-Jul-01,1171.65
25-Jul-01,1190.49
26-Jul-01,1202.93
27-Jul-01,1205.82
30-Jul-01,1204.52
31-Jul-01,1211.23
01-Aug-01,1215.93
02-Aug-01,1220.75
03-Aug-01,1214.35
06-Aug-01,1200.48
07-Aug-01,1204.40
08-Aug-01,1183.53
09-Aug-01,1183.43
10-Aug-01,1190.16
13-Aug-01,1191.29
14-Aug-01,1186.73
15-Aug-01,1178.02
16-Aug-01,1181.66
17-Aug-01,1161.97
20-Aug-01,1171.41
21-Aug-01,1157.26
22-Aug-01,1165.31
23-Aug-01,1162.09
24-Aug-01,1184.93
27-Aug-01,1179.21
28-Aug-01,1161.51
29-Aug-01,1148.56
30-Aug-01,1129.03
31-Aug-01,1133.58
04-Sep-01,1132.94
05-Sep-01,1131.74
06-Sep-01,1106.40
07-Sep-01,1085.78
10-Sep-01,1092.54
17-Sep-01,1038.77
18-Sep-01,1032.74
19-Sep-01,1016.10
20-Sep-01,984.54
21-Sep-01,965.80
24-Sep-01,1003.45
25-Sep-01,1012.27
26-Sep-01,1007.04
27-Sep-01,1018.61
28-Sep-01,1040.94
01-Oct-01,1038.55
02-Oct-01,1051.33
03-Oct-01,1072.28
04-Oct-01,1069.63
05-Oct-01,1071.38
08-Oct-01,1062.44
09-Oct-01,1056.75
10-Oct-01,1080.99
11-Oct-01,1097.43
12-Oct-01,1091.65
15-Oct-01,1089.98
16-Oct-01,1097.54
17-Oct-01,1077.09
18-Oct-01,1068.61
19-Oct-01,1073.48
22-Oct-01,1089.90
23-Oct-01,1084.78
24-Oct-01,1085.20
25-Oct-01,1100.09
26-Oct-01,1104.61
29-Oct-01,1078.30
30-Oct-01,1059.79
31-Oct-01,1059.78
01-Nov-01,1084.10
02-Nov-01,1087.20
05-Nov-01,1102.84
06-Nov-01,1118.86
07-Nov-01,1115.80
08-Nov-01,1118.54
09-Nov-01,1120.31
12-Nov-01,1118.33
13-Nov-01,1139.09
14-Nov-01,1141.21
15-Nov-01,1142.24
16-Nov-01,1138.65
19-Nov-01,1151.06
20-Nov-01,1142.66
21-Nov-01,1137.03
23-Nov-01,1150.34
26-Nov-01,1157.42
27-Nov-01,1149.50
28-Nov-01,1128.52
29-Nov-01,1140.20
30-Nov-01,1139.45
03-Dec-01,1129.90
04-Dec-01,1144.80
05-Dec-01,1170.35
06-Dec-01,1167.10
07-Dec-01,1158.31
10-Dec-01,1139.93
11-Dec-01,1136.76
12-Dec-01,1137.07
13-Dec-01,1119.38
14-Dec-01,1123.09
17-Dec-01,1134.36
18-Dec-01,1142.92
19-Dec-01,1149.56
20-Dec-01,1139.93
21-Dec-01,1144.89
24-Dec-01,1144.65
26-Dec-01,1149.37
27-Dec-01,1157.13
28-Dec-01,1161.02
31-Dec-01,1148.08
